Season,Injury,Days,Games missed,player_name,player_age,player_position,club,league,salary_eur,salary_daily_eur,injury_cost_eur
23/24,Hamstring injury,10,2,Ander Barrenetxea,22,Left Winger,Real Sociedad,La Liga,650000.0,1780.8219178082193,17808.219178082192
23/24,Ankle injury,16,3,Ander Barrenetxea,22,Left Winger,Real Sociedad,La Liga,650000.0,1780.8219178082193,28493.15068493151
23/24,Ankle injury,29,5,Ander Barrenetxea,22,Left Winger,Real Sociedad,La Liga,650000.0,1780.8219178082193,51643.83561643836
23/24,muscular problems,14,3,Mohamed-Ali Cho,20,Right Winger,Real Sociedad,La Liga,350000.0,958.9041095890412,13424.657534246577
23/24,Hamstring injury,14,3,Mohamed-Ali Cho,20,Right Winger,Real Sociedad,La Liga,350000.0,958.9041095890412,13424.657534246577
23/24,Muscle contusion,15,4,Mikel Oyarzabal,27,Forward,Real Sociedad,La Liga,3600000.0,9863.013698630137,147945.20547945204
23/24,Hamstring injury,6,2,Mikel Oyarzabal,27,Forward,Real Sociedad,La Liga,3600000.0,9863.013698630137,59178.08219178082
23/24,muscular problems,10,1,Mikel Oyarzabal,27,Forward,Real Sociedad,La Liga,3600000.0,9863.013698630137,98630.13698630135
23/24,Lumbago,8,1,Umar Sadiq,27,Forward,Real Sociedad,La Liga,1200000.0,3287.671232876712,26301.369863013697
23/24,Knee problems,6,2,Umar Sadiq,27,Forward,Real Sociedad,La Liga,1200000.0,3287.671232876712,19726.027397260277
23/24,Calf problems,7,1,André Silva,28,Forward,Real Sociedad,La Liga,5000000.0,13698.6301369863,95890.4109589041
23/24,Calf injury,44,8,André Silva,28,Forward,Real Sociedad,La Liga,5000000.0,13698.6301369863,602739.7260273972
23/24,Meniscus damage,141,25,Carlos Fernández,28,Forward,Real Sociedad,La Liga,1000000.0,2739.72602739726,386301.3698630137
23/24,Knee injury,16,4,Carlos Fernández,28,Forward,Real Sociedad,La Liga,1000000.0,2739.72602739726,43835.61643835616
23/24,Hamstring injury,86,17,Claudio Bravo,41,Goalkeeper,Real Betis,La Liga,1200000.0,3287.671232876712,282739.72602739726
23/24,Achilles tendon surgery,150,27,Marc Bartra,33,Centre-Back,Real Betis,La Liga,2400000.0,6575.342465753424,986301.3698630136
23/24,Calf injury,29,4,Youssouf Sabaly,31,Right-Back,Real Betis,La Liga,850000.0,2328.7671232876714,67534.24657534248
23/24,Muscle injury,111,22,Youssouf Sabaly,31,Right-Back,Real Betis,La Liga,850000.0,2328.7671232876714,258493.15068493152
23/24,Ankle injury,94,17,Guido Rodríguez,30,Defensive Midfield,Real Betis,La Liga,1700000.0,4657.534246575343,437808.2191780823
23/24,Inflammation of the biceps tendon in the thigh,18,5,William Carvalho,32,Defensive Midfield,Real Betis,La Liga,2350000.0,6438.356164383562,115890.41095890412
23/24,Muscle injury,56,7,William Carvalho,32,Defensive Midfield,Real Betis,La Liga,2350000.0,6438.356164383562,360547.94520547945
23/24,Broken nose bone,14,2,Nabil Fekir,30,Attacking Midfield,Real Betis,La Liga,6800000.0,18630.13698630137,260821.9178082192
23/24,Knee injury,77,13,Nabil Fekir,30,Attacking Midfield,Real Betis,La Liga,6800000.0,18630.13698630137,1434520.5479452056
23/24,Broken fibula,112,17,Isco,32,Attacking Midfield,Real Betis,La Liga,2290000.0,6273.972602739726,702684.9315068494
23/24,Torn muscle bundle,50,10,Isco,32,Attacking Midfield,Real Betis,La Liga,2290000.0,6273.972602739726,313698.6301369863
23/24,ankle sprain,36,5,Aitor Ruibal,28,Right Winger,Real Betis,La Liga,600000.0,1643.835616438356,59178.08219178082
23/24,muscular problems,9,1,Ayoze Pérez,30,Forward,Real Betis,La Liga,1250000.0,3424.657534246576,30821.91780821918
23/24,Ankle injury,44,8,Ayoze Pérez,30,Forward,Real Betis,La Liga,1250000.0,3424.657534246576,150684.9315068493
23/24,muscular problems,17,4,Borja Iglesias,31,Forward,Real Betis,La Liga,1600000.0,4383.561643835616,74520.54794520549
23/24,Hamstring injury,62,9,Chimy Ávila,30,Forward,Real Betis,La Liga,1500000.0,4109.58904109589,254794.5205479452
23/24,Calf injury,30,6,Chimy Ávila,30,Forward,Real Betis,La Liga,1500000.0,4109.58904109589,123287.6712328767
23/24,Shoulder injury,163,25,Juan Foyth,26,Centre-Back,Villarreal,La Liga,2000000.0,5479.45205479452,893150.6849315069
23/24,Leg injury,27,7,Aïssa Mandi,32,Centre-Back,Villarreal,La Liga,1600000.0,4383.561643835616,118356.16438356164
23/24,Torn muscle bundle,36,6,Raúl Albiol,38,Centre-Back,Villarreal,La Liga,2840000.0,7780.821917808219,280109.58904109587
23/24,Ankle injury,51,4,Alfonso Pedraza,28,Left-Back,Villarreal,La Liga,2200000.0,6027.397260273972,307397.2602739726
23/24,ankle sprain,68,11,Alfonso Pedraza,28,Left-Back,Villarreal,La Liga,2200000.0,6027.397260273972,409863.0136986301
23/24,Meniscus injury,97,14,Ramón Terrats,23,Central Midfield,Villarreal,La Liga,200000.0,547.945205479452,53150.68493150685
23/24,Ligament injury,22,3,Dani Parejo,35,Central Midfield,Villarreal,La Liga,3800000.0,10410.95890410959,229041.09589041097
23/24,Tendon rupture,123,18,Denis Suárez,30,Attacking Midfield,Villarreal,La Liga,3100000.0,8493.150684931506,1044657.5342465752
23/24,Torn thigh muscle,137,26,Denis Suárez,30,Attacking Midfield,Villarreal,La Liga,3100000.0,8493.150684931506,1163561.6438356163
23/24,Cruciate ligament surgery,214,39,Yéremy Pino,21,Right Winger,Villarreal,La Liga,1350000.0,3698.630136986301,791506.8493150685
23/24,Thigh problems,25,7,Alexander Sørloth,28,Forward,Villarreal,La Liga,3600000.0,9863.013698630137,246575.34246575343
23/24,Muscle injury,93,5,Jaume Doménech,33,Goalkeeper,Valencia,La Liga,2110000.0,5780.821917808219,537616.4383561644
23/24,Knee injury,12,3,Cenk Özkacar,23,Centre-Back,Valencia,La Liga,590000.0,1616.4383561643835,19397.260273972603
23/24,Knee injury,326,46,Mouctar Diakhaby,27,Centre-Back,Valencia,La Liga,4000000.0,10958.90410958904,3572602.7397260275
23/24,Muscle injury,51,13,Mouctar Diakhaby,27,Centre-Back,Valencia,La Liga,4000000.0,10958.90410958904,558904.1095890411
23/24,Lower leg fracture,54,11,Mouctar Diakhaby,27,Centre-Back,Valencia,La Liga,4000000.0,10958.90410958904,591780.8219178081
23/24,Muscle injury,120,7,José Gayà,29,Left-Back,Valencia,La Liga,5830000.0,15972.602739726028,1916712.3287671236
23/24,Muscle injury,40,6,José Gayà,29,Left-Back,Valencia,La Liga,5830000.0,15972.602739726028,638904.1095890411
23/24,muscular problems,21,4,José Gayà,29,Left-Back,Valencia,La Liga,5830000.0,15972.602739726028,335424.65753424657
23/24,Adductor injury,32,5,Jesús Vázquez,21,Left-Back,Valencia,La Liga,480000.0,1315.0684931506848,42082.19178082192
23/24,Calf injury,32,4,Thierry Correia,25,Right-Back,Valencia,La Liga,1840000.0,5041.095890410959,161315.0684931507
23/24,Muscle injury,7,1,Thierry Correia,25,Right-Back,Valencia,La Liga,1840000.0,5041.095890410959,35287.67123287672
23/24,Muscle injury,32,4,Dimitri Foulquier,31,Right-Back,Valencia,La Liga,1870000.0,5123.287671232877,163945.20547945207
23/24,Muscle injury,141,21,André Almeida,24,Attacking Midfield,Valencia,La Liga,600000.0,1643.835616438356,231780.8219178082
23/24,Muscle injury,15,2,Sergi Canós,27,Left Winger,Valencia,La Liga,1500000.0,4109.58904109589,61643.83561643835
23/24,Knee injury,41,5,Sergi Canós,27,Left Winger,Valencia,La Liga,1500000.0,4109.58904109589,168493.1506849315
23/24,Broken cheekbone,26,3,Diego López,22,Right Winger,Valencia,La Liga,800000.0,2191.780821917808,56986.30136986302
23/24,Adductor pain,5,1,Hugo Duro,24,Forward,Valencia,La Liga,2890000.0,7917.808219178082,39589.04109589041
23/24,Knee injury,33,5,Roman Yaremchuk,28,Forward,Valencia,La Liga,2600000.0,7123.287671232877,235068.49315068492
23/24,Knee injury,10,3,Roman Yaremchuk,28,Forward,Valencia,La Liga,2600000.0,7123.287671232877,71232.87671232877
23/24,Hamstring injury,64,6,David García,30,Centre-Back,Osasuna,La Liga,800000.0,2191.780821917808,140273.97260273973
23/24,Hamstring injury,25,2,David García,30,Centre-Back,Osasuna,La Liga,800000.0,2191.780821917808,54794.520547945205
23/24,muscular problems,8,1,Unai García,32,Centre-Back,Osasuna,La Liga,530000.0,1452.054794520548,11616.438356164384
23/24,Hamstring injury,33,3,Unai García,32,Centre-Back,Osasuna,La Liga,530000.0,1452.054794520548,47917.808219178085
23/24,Hamstring injury,7,2,Unai García,32,Centre-Back,Osasuna,La Liga,530000.0,1452.054794520548,10164.383561643835
23/24,Knee problems,46,6,Unai García,32,Centre-Back,Osasuna,La Liga,530000.0,1452.054794520548,66794.52054794521
23/24,Adductor injury,16,2,Juan Cruz,31,Left-Back,Osasuna,La Liga,400000.0,1095.890410958904,17534.246575342466
23/24,Inner ligament injury,34,6,Johan Mojica,31,Left-Back,Osasuna,La Liga,1100000.0,3013.698630136986,102465.75342465752
23/24,Hamstring injury,18,3,Johan Mojica,31,Left-Back,Osasuna,La Liga,1100000.0,3013.698630136986,54246.57534246575
23/24,Hamstring injury,39,4,Rubén Peña,32,Right-Back,Osasuna,La Liga,830000.0,2273.972602739726,88684.93150684932
23/24,Hamstring injury,14,2,Rubén Peña,32,Right-Back,Osasuna,La Liga,830000.0,2273.972602739726,31835.616438356163
23/24,Calf injury,21,2,Jon Moncayola,26,Central Midfield,Osasuna,La Liga,1500000.0,4109.58904109589,86301.3698630137
23/24,Calf injury,31,3,Darko Brasanac,32,Central Midfield,Osasuna,La Liga,620000.0,1698.6301369863013,52657.53424657534
23/24,Hamstring injury,29,4,Aimar Oroz,22,Attacking Midfield,Osasuna,La Liga,360000.0,986.3013698630136,28602.7397260274
23/24,Hamstring injury,19,1,Aimar Oroz,22,Attacking Midfield,Osasuna,La Liga,360000.0,986.3013698630136,18739.72602739726
23/24,muscular problems,11,2,Moi Gómez,30,Left Winger,Osasuna,La Liga,900000.0,2465.753424657534,27123.28767123288
23/24,Calf injury,23,3,Moi Gómez,30,Left Winger,Osasuna,La Liga,900000.0,2465.753424657534,56712.32876712328
23/24,Adductor injury,12,1,Rubén García,30,Right Winger,Osasuna,La Liga,1150000.0,3150.6849315068494,37808.21917808219
23/24,Hamstring injury,20,2,Rubén García,30,Right Winger,Osasuna,La Liga,1150000.0,3150.6849315068494,63013.69863013699
23/24,Cruciate ligament tear,215,20,Kike Barja,27,Right Winger,Osasuna,La Liga,420000.0,1150.6849315068494,247397.2602739726
23/24,Hamstring injury,28,4,Kike Barja,27,Right Winger,Osasuna,La Liga,420000.0,1150.6849315068494,32219.178082191786
23/24,Muscle injury,14,2,Kike Barja,27,Right Winger,Osasuna,La Liga,420000.0,1150.6849315068494,16109.589041095893
23/24,Rib fracture,28,4,Ante Budimir,32,Forward,Osasuna,La Liga,1350000.0,3698.630136986301,103561.64383561644
23/24,Muscle injury,9,2,Gastón Álvarez,24,Centre-Back,Getafe,La Liga,650000.0,1780.8219178082193,16027.397260273974
23/24,Calf injury,8,2,Damián Suárez,36,Right-Back,Getafe,La Liga,620000.0,1698.6301369863013,13589.04109589041
23/24,Muscle injury,13,2,Damián Suárez,36,Right-Back,Getafe,La Liga,620000.0,1698.6301369863013,22082.191780821915
23/24,Cruciate ligament surgery,213,31,Mauro Arambarri,28,Central Midfield,Getafe,La Liga,2520000.0,6904.109589041096,1470575.3424657534
23/24,Fitness,8,1,Mauro Arambarri,28,Central Midfield,Getafe,La Liga,2520000.0,6904.109589041096,55232.87671232877
23/24,Hamstring injury,29,3,Carles Aleñá,26,Central Midfield,Getafe,La Liga,630000.0,1726.027397260274,50054.79452054795
23/24,Broken toe,102,13,Enes Ünal,27,Forward,Getafe,La Liga,860000.0,2356.164383561644,240328.7671232877
23/24,Cruciate ligament tear,211,31,Enes Ünal,27,Forward,Getafe,La Liga,860000.0,2356.164383561644,497150.6849315068
23/24,Meniscus injury,195,15,Borja Mayoral,27,Forward,Getafe,La Liga,4790000.0,13123.287671232876,2559041.0958904107
23/24,stomach problems,9,1,Rafa Marín,22,Centre-Back,Deportivo Alaves,La Liga,150000.0,410.958904109589,3698.630136986301
23/24,Nose injury,6,1,Rafa Marín,22,Centre-Back,Deportivo Alaves,La Liga,150000.0,410.958904109589,2465.753424657534
23/24,muscular problems,12,1,Rubén Duarte,28,Centre-Back,Deportivo Alaves,La Liga,570000.0,1561.6438356164383,18739.72602739726
23/24,muscular problems,7,1,Rubén Duarte,28,Centre-Back,Deportivo Alaves,La Liga,570000.0,1561.6438356164383,10931.506849315068
23/24,Cruciate ligament tear,238,29,Aleksandar Sedlar,32,Centre-Back,Deportivo Alaves,La Liga,570000.0,1561.6438356164383,371671.23287671234
23/24,Muscle injury,9,1,Nahuel Tenaglia,28,Right-Back,Deportivo Alaves,La Liga,450000.0,1232.876712328767,11095.890410958904
23/24,Hamstring injury,7,1,Antonio Blanco,23,Defensive Midfield,Deportivo Alaves,La Liga,500000.0,1369.86301369863,9589.04109589041
23/24,muscular problems,6,1,Jon Guridi,29,Central Midfield,Deportivo Alaves,La Liga,460000.0,1260.2739726027398,7561.643835616439
23/24,muscular problems,3,1,Jon Guridi,29,Central Midfield,Deportivo Alaves,La Liga,460000.0,1260.2739726027398,3780.82191780822
23/24,muscular problems,10,2,Kike García,34,Forward,Deportivo Alaves,La Liga,650000.0,1780.8219178082193,17808.219178082192
23/24,Hip problems,75,17,Ørjan Nyland,33,Goalkeeper,Sevilla,La Liga,600000.0,1643.835616438356,123287.6712328767
23/24,Finger injury,3,1,Marko Dmitrovic,32,Goalkeeper,Sevilla,La Liga,1260000.0,3452.054794520548,10356.164383561643
23/24,Muscle injury,7,1,Loïc Badé,24,Centre-Back,Sevilla,La Liga,4000000.0,10958.90410958904,76712.32876712328
23/24,Muscle injury,37,8,Loïc Badé,24,Centre-Back,Sevilla,La Liga,4000000.0,10958.90410958904,405479.4520547945
23/24,Hamstring injury,27,4,Tanguy Nianzou,22,Centre-Back,Sevilla,La Liga,4170000.0,11424.657534246577,308465.7534246575
23/24,Hamstring injury,30,6,Tanguy Nianzou,22,Centre-Back,Sevilla,La Liga,4170000.0,11424.657534246577,342739.72602739726
23/24,Hamstring injury,63,12,Tanguy Nianzou,22,Centre-Back,Sevilla,La Liga,4170000.0,11424.657534246577,719753.4246575342
23/24,Thigh problems,11,3,Sergio Ramos,38,Centre-Back,Sevilla,La Liga,2290000.0,6273.972602739726,69013.69863013699
23/24,Muscle injury,19,3,Adrià Pedrosa,26,Left-Back,Sevilla,La Liga,1100000.0,3013.698630136986,57260.273972602736
23/24,Hip injury,22,2,Marcos Acuña,32,Left-Back,Sevilla,La Liga,2900000.0,7945.2054794520545,174794.5205479452
23/24,Hip injury,13,3,Marcos Acuña,32,Left-Back,Sevilla,La Liga,2900000.0,7945.2054794520545,103287.6712328767
23/24,Hip bruise,34,7,Marcos Acuña,32,Left-Back,Sevilla,La Liga,2900000.0,7945.2054794520545,270136.98630136985
23/24,Achilles tendon contusion,6,1,Marcos Acuña,32,Left-Back,Sevilla,La Liga,2900000.0,7945.2054794520545,47671.232876712325
23/24,muscular problems,37,7,Marcos Acuña,32,Left-Back,Sevilla,La Liga,2900000.0,7945.2054794520545,293972.602739726
23/24,Hamstring injury,12,1,Juanlu Sánchez,20,Right-Back,Sevilla,La Liga,250000.0,684.931506849315,8219.17808219178
23/24,Hamstring injury,16,2,Jesús Navas,38,Right-Back,Sevilla,La Liga,4400000.0,12054.794520547945,192876.7123287671
23/24,Hamstring injury,35,8,Jesús Navas,38,Right-Back,Sevilla,La Liga,4400000.0,12054.794520547945,421917.80821917806
23/24,Hip problems,13,2,Jesús Navas,38,Right-Back,Sevilla,La Liga,4400000.0,12054.794520547945,156712.32876712328
23/24,Bruise on ankle,12,3,Boubakary Soumaré,25,Defensive Midfield,Sevilla,La Liga,4850000.0,13287.671232876712,159452.05479452055
23/24,Meniscus injury,33,5,Nemanja Gudelj,32,Defensive Midfield,Sevilla,La Liga,4100000.0,11232.876712328767,370684.9315068493
23/24,Meniscus tear,49,9,Nemanja Gudelj,32,Defensive Midfield,Sevilla,La Liga,4100000.0,11232.876712328767,550410.9589041095
23/24,Broken toe,82,14,Djibril Sow,27,Central Midfield,Sevilla,La Liga,5000000.0,13698.6301369863,1123287.6712328766
23/24,Achilles tendon problems,5,1,Djibril Sow,27,Central Midfield,Sevilla,La Liga,5000000.0,13698.6301369863,68493.1506849315
23/24,Shoulder injury,66,6,Óliver Torres,29,Central Midfield,Sevilla,La Liga,2300000.0,6301.369863013699,415890.4109589041
23/24,Hip injury,18,3,Joan Jordán,29,Central Midfield,Sevilla,La Liga,3600000.0,9863.013698630137,177534.24657534246
23/24,Hip bruise,28,5,Joan Jordán,29,Central Midfield,Sevilla,La Liga,3600000.0,9863.013698630137,276164.38356164383
23/24,Ligament stretching,83,15,Dodi Lukébakio,26,Right Winger,Sevilla,La Liga,3000000.0,8219.17808219178,682191.7808219177
23/24,Muscle injury,21,6,Suso,30,Right Winger,Sevilla,La Liga,2800000.0,7671.232876712329,161095.8904109589
23/24,Foot injury,50,4,Erik Lamela,32,Right Winger,Sevilla,La Liga,3300000.0,9041.09589041096,452054.794520548
23/24,Back problems,24,3,Erik Lamela,32,Right Winger,Sevilla,La Liga,3300000.0,9041.09589041096,216986.30136986304
23/24,Torn muscle fiber in the adductor area,14,2,Erik Lamela,32,Right Winger,Sevilla,La Liga,3300000.0,9041.09589041096,126575.34246575343
23/24,Muscle injury,52,12,Erik Lamela,32,Right Winger,Sevilla,La Liga,3300000.0,9041.09589041096,470136.9863013699
23/24,Right hip flexor problems,17,2,Erik Lamela,32,Right Winger,Sevilla,La Liga,3300000.0,9041.09589041096,153698.63013698632
23/24,Ankle injury,4,1,Youssef En-Nesyri,27,Forward,Sevilla,La Liga,3000000.0,8219.17808219178,32876.71232876712
23/24,Foot injury,52,8,Mariano Díaz,30,Forward,Sevilla,La Liga,5210000.0,14273.972602739726,742246.5753424658
23/24,Foot injury,37,9,Mariano Díaz,30,Forward,Sevilla,La Liga,5210000.0,14273.972602739726,528136.9863013698
23/24,Muscle injury,15,3,Mariano Díaz,30,Forward,Sevilla,La Liga,5210000.0,14273.972602739726,214109.5890410959
23/24,Torn muscle fiber in the adductor area,7,2,Mariano Díaz,30,Forward,Sevilla,La Liga,5210000.0,14273.972602739726,99917.80821917808
23/24,Muscle injury,18,3,Daley Sinkgraven,28,Left-Back,Las Palmas,La Liga,1500000.0,4109.58904109589,73972.60273972602
23/24,Ankle injury,110,16,Álvaro Lemos,31,Right-Back,Las Palmas,La Liga,370000.0,1013.6986301369864,111506.84931506848
23/24,Dead leg,45,8,Sandro Ramírez,28,Forward,Las Palmas,La Liga,1490000.0,4082.1917808219177,183698.6301369863
23/24,Torn thigh muscle,27,5,Carl Starfelt,29,Centre-Back,Celta Vigo,La Liga,1100000.0,3013.698630136986,81369.86301369863
23/24,Achilles tendon surgery,258,34,Joseph Aidoo,28,Centre-Back,Celta Vigo,La Liga,1600000.0,4383.561643835616,1130958.904109589
23/24,Bone bruise,14,3,Mihailo Ristic,28,Left-Back,Celta Vigo,La Liga,1050000.0,2876.7123287671234,40273.97260273973
23/24,Muscle fiber tear,62,7,Mihailo Ristic,28,Left-Back,Celta Vigo,La Liga,1050000.0,2876.7123287671234,178356.16438356164
23/24,muscular problems,16,2,Mihailo Ristic,28,Left-Back,Celta Vigo,La Liga,1050000.0,2876.7123287671234,46027.39726027397
23/24,Knee injury,49,6,Mihailo Ristic,28,Left-Back,Celta Vigo,La Liga,1050000.0,2876.7123287671234,140958.90410958906
23/24,Thigh problems,82,13,Renato Tapia,28,Defensive Midfield,Celta Vigo,La Liga,400000.0,1095.890410958904,89863.01369863014
23/24,muscular problems,8,1,Renato Tapia,28,Defensive Midfield,Celta Vigo,La Liga,400000.0,1095.890410958904,8767.123287671233
23/24,Hamstring injury,31,5,Luca de la Torre,26,Central Midfield,Celta Vigo,La Liga,270000.0,739.7260273972603,22931.50684931507
23/24,Muscle injury,4,1,Luca de la Torre,26,Central Midfield,Celta Vigo,La Liga,270000.0,739.7260273972603,2958.904109589041
23/24,Inflammation of pubic bone,62,7,Carlos Dotor,23,Central Midfield,Celta Vigo,La Liga,350000.0,958.9041095890412,59452.05479452055
23/24,muscular problems,10,2,Franco Cervi,30,Left Winger,Celta Vigo,La Liga,1200000.0,3287.671232876712,32876.71232876712
23/24,Torn thigh muscle,24,6,Franco Cervi,30,Left Winger,Celta Vigo,La Liga,1200000.0,3287.671232876712,78904.1095890411
23/24,Adductor injury,29,3,Franco Cervi,30,Left Winger,Celta Vigo,La Liga,1200000.0,3287.671232876712,95342.46575342464
23/24,Foot bruise,12,3,Carles Pérez,26,Right Winger,Celta Vigo,La Liga,2560000.0,7013.698630136986,84164.38356164383
23/24,Ankle problems,8,1,Carles Pérez,26,Right Winger,Celta Vigo,La Liga,2560000.0,7013.698630136986,56109.58904109589
23/24,Adductor pain,19,2,Carles Pérez,26,Right Winger,Celta Vigo,La Liga,2560000.0,7013.698630136986,133260.27397260274
23/24,Adductor injury,15,3,Carles Pérez,26,Right Winger,Celta Vigo,La Liga,2560000.0,7013.698630136986,105205.4794520548
23/24,Foot injury,42,5,Miguel Rodríguez,21,Right Winger,Celta Vigo,La Liga,500000.0,1369.86301369863,57534.24657534246
23/24,Hamstring injury,7,1,Jørgen Strand Larsen,24,Forward,Celta Vigo,La Liga,550000.0,1506.849315068493,10547.945205479453
23/24,muscular problems,19,2,Radamel Falcao,38,Forward,Rayo Vallecano,La Liga,1200000.0,3287.671232876712,62465.75342465753
23/24,Knee injury,37,5,Martin Valjent,28,Centre-Back,Mallorca,La Liga,700000.0,1917.8082191780825,70958.90410958904
23/24,Ankle injury,66,8,Antonio Raíllo,32,Centre-Back,Mallorca,La Liga,880000.0,2410.958904109589,159123.2876712329
23/24,Meniscus tear,32,8,Pablo Maffeo,26,Right-Back,Mallorca,La Liga,980000.0,2684.931506849315,85917.80821917808
23/24,Calf injury,65,13,Vedat Muriqi,30,Forward,Mallorca,La Liga,4580000.0,12547.945205479453,815616.4383561644
23/24,Knee injury,153,18,Luis Hernández,35,Centre-Back,Cadiz,La Liga,630000.0,1726.027397260274,264082.19178082194
23/24,Calf injury,27,1,Maxi Gómez,27,Forward,Cadiz,La Liga,3650000.0,10000.0,270000.0
23/24,depression,168,18,Jesús Vallejo,27,Centre-Back,Granada,La Liga,1800000.0,4931.506849315068,828493.1506849315
23/24,Lower leg fracture,79,11,Jesús Vallejo,27,Centre-Back,Granada,La Liga,1800000.0,4931.506849315068,389589.0410958904
23/24,Lower leg fracture,50,8,Jesús Vallejo,27,Centre-Back,Granada,La Liga,1800000.0,4931.506849315068,246575.34246575343
23/24,Achilles tendon problems,8,2,Myrto Uzuni,29,Left Winger,Granada,La Liga,720000.0,1972.6027397260275,15780.82191780822
23/24,Muscle injury,37,5,Alberto Perea,33,Left Winger,Granada,La Liga,720000.0,1972.6027397260275,72986.30136986302
23/24,Calf injury,25,3,Lucas Boyé,28,Forward,Granada,La Liga,900000.0,2465.753424657534,61643.83561643836
23/24,Muscle injury,20,1,Shon Weissman,28,Forward,Granada,La Liga,290000.0,794.5205479452055,15890.41095890411
23/24,Muscle injury,13,3,Sergio Akieme,26,Left-Back,Almeria,La Liga,600000.0,1643.835616438356,21369.86301369863
23/24,Appendectomy,19,3,Iddrisu Baba,28,Central Midfield,Almeria,La Liga,820000.0,2246.575342465753,42684.93150684931
23/24,Broken fibula,93,19,Luis Suárez,26,Forward,Almeria,La Liga,1500000.0,4109.58904109589,382191.78082191775
23/24,Ankle injury,153,29,Ibrahima Koné,25,Forward,Almeria,La Liga,600000.0,1643.835616438356,251506.84931506848
23/24,Knee injury,48,7,Marko Milovanović,20,Forward,Almeria,La Liga,170000.0,465.7534246575343,22356.164383561645
24/25,Wrist injury,124,23,Unai Simón,28,Goalkeeper,Athletic Bilbao,La Liga,5136000.0,14071.232876712327,1744832.8767123288
24/25,Hamstring injury,31,7,Dani Vivian,26,Centre-Back,Athletic Bilbao,La Liga,3130000.0,8575.342465753425,265835.61643835617
24/25,Hamstring injury,11,1,Aitor Paredes,25,Centre-Back,Athletic Bilbao,La Liga,1250000.0,3424.657534246576,37671.232876712325
24/25,Calf injury,15,2,Aitor Paredes,25,Centre-Back,Athletic Bilbao,La Liga,1250000.0,3424.657534246576,51369.86301369863
24/25,Hamstring injury,26,7,Yeray Álvarez,30,Centre-Back,Athletic Bilbao,La Liga,2400000.0,6575.342465753424,170958.90410958903
24/25,Calf injury,13,4,Yuri Berchiche,35,Left-Back,Athletic Bilbao,La Liga,4280000.0,11726.027397260274,152438.35616438356
24/25,muscular problems,6,1,Yuri Berchiche,35,Left-Back,Athletic Bilbao,La Liga,4280000.0,11726.027397260274,70356.16438356164
24/25,Inflammation of pubic bone,12,1,Óscar de Marcos,36,Right-Back,Athletic Bilbao,La Liga,1250000.0,3424.657534246576,41095.890410958906
24/25,Hamstring injury,18,2,Mikel Vesga,32,Defensive Midfield,Athletic Bilbao,La Liga,2080000.0,5698.630136986301,102575.34246575342
24/25,Muscle injury,9,2,Beñat Prados,24,Central Midfield,Athletic Bilbao,La Liga,1250000.0,3424.657534246576,30821.91780821918
24/25,Muscle injury,9,1,Iñigo Ruiz de Galarreta,32,Central Midfield,Athletic Bilbao,La Liga,760000.0,2082.1917808219177,18739.72602739726
24/25,Calf injury,29,4,Iñigo Ruiz de Galarreta,32,Central Midfield,Athletic Bilbao,La Liga,760000.0,2082.1917808219177,60383.561643835616
24/25,Muscle fiber tear,46,7,Ander Herrera,36,Central Midfield,Athletic Bilbao,La Liga,3600000.0,9863.013698630137,453698.6301369863
24/25,muscular problems,15,2,Ander Herrera,36,Central Midfield,Athletic Bilbao,La Liga,3600000.0,9863.013698630137,147945.20547945204
24/25,Muscle fiber tear,25,6,Ander Herrera,36,Central Midfield,Athletic Bilbao,La Liga,3600000.0,9863.013698630137,246575.34246575343
24/25,Muscle injury,32,5,Ander Herrera,36,Central Midfield,Athletic Bilbao,La Liga,3600000.0,9863.013698630137,315616.4383561644
24/25,Adductor injury,5,1,Ander Herrera,36,Central Midfield,Athletic Bilbao,La Liga,3600000.0,9863.013698630137,49315.06849315069
24/25,Hamstring injury,34,6,Oihan Sancet,25,Attacking Midfield,Athletic Bilbao,La Liga,2500000.0,6849.315068493151,232876.7123287671
24/25,ankle sprain,36,6,Oihan Sancet,25,Attacking Midfield,Athletic Bilbao,La Liga,2500000.0,6849.315068493151,246575.34246575343
24/25,Hamstring injury,18,2,Oihan Sancet,25,Attacking Midfield,Athletic Bilbao,La Liga,2500000.0,6849.315068493151,123287.67123287672
24/25,Hamstring injury,7,2,Oihan Sancet,25,Attacking Midfield,Athletic Bilbao,La Liga,2500000.0,6849.315068493151,47945.20547945205
24/25,Groin injury,17,5,Nico Williams,23,Left Winger,Athletic Bilbao,La Liga,10420000.0,28547.945205479453,485315.0684931507
24/25,Groin injury,4,1,Nico Williams,23,Left Winger,Athletic Bilbao,La Liga,10420000.0,28547.945205479453,114191.7808219178
24/25,Hamstring injury,18,3,Nico Williams,23,Left Winger,Athletic Bilbao,La Liga,10420000.0,28547.945205479453,513863.01369863015
24/25,Hip injury,13,3,Nico Williams,23,Left Winger,Athletic Bilbao,La Liga,10420000.0,28547.945205479453,371123.2876712329
24/25,Ankle injury,6,1,Nico Williams,23,Left Winger,Athletic Bilbao,La Liga,10420000.0,28547.945205479453,171287.67123287672
24/25,Hamstring injury,20,2,Álvaro Djaló,26,Left Winger,Athletic Bilbao,La Liga,1880000.0,5150.684931506849,103013.698630137
